183	296	9
209	282	10
215	293	10
224	274	12
217	290	14
214	259	14
146	290	17
225	274	20
354	304	20
141	261	21
292	288	22
218	272	22
228	308	22
168	320	22
192	275	23
149	329	23
327	272	24
295	284	24
146	284	25
175	356	25
382	304	24
311	276	25
384	284	25
132	309	26
228	298	27
149	269	27
341	277	26
331	307	27
319	267	28
187	227	28
209	342	28
170	286	28
164	327	28
168	316	24
235	263	26
155	308	29
143	339	29
139	336	29
108	303	29
339	276	29
307	318	30
407	276	29
179	248	30
195	323	30
116	278	31
153	257	31
310	269	31
336	338	31
313	274	32
369	341	31
207	237	32
325	330	33
408	288	33
223	317	34
172	304	34
114	335	34
150	321	35
101	240	35
357	289	34
376	316	35
209	332	36
246	174	36
127	219	36
103	281	37
102	275	37
231	188	37
408	291	36
336	364	37
338	308	38
418	254	37
345	360	38
129	212	38
168	341	39
168	224	39
360	358	39
342	374	40
121	262	40
185	190	40
115	326	40
214	338	40
208	315	40
370	299	40
334	358	41
383	318	40
127	332	42
225	199	42
398	218	40
385	221	40
416	259	41
187	364	43
159	317	43
168	168	43
200	325	44
349	351	44
363	377	44
300	337	45
364	246	44
144	259	45
189	376	46
176	308	46
393	310	45
364	361	45
170	193	47
129	196	47
412	268	46
364	353	47
379	356	47
313	329	48
143	241	48
196	185	48
250	147	48
187	326	49
151	354	49
100	301	49
110	224	49
106	205	49
355	355	48
376	187	48
410	217	48
419	281	49
178	173	50
113	285	50
92	297	51
344	345	51
411	201	51
339	329	52
151	333	52
211	177	52
222	158	53
94	343	53
154	337	54
169	307	54
398	195	52
383	257	52
388	358	52
317	359	54
421	209	53
410	270	54
345	157	54
101	312	55
123	307	55
110	336	55
97	217	55
142	240	56
409	190	55
355	368	56
301	361	57
383	247	56
137	305	57
86	237	57
137	190	57
94	216	58
113	194	58
132	206	58
216	314	58
374	206	57
407	209	57
291	354	58
402	323	58
316	341	59
401	275	58
419	207	58
103	244	59
137	387	59
121	294	60
161	285	60
172	229	60
203	163	60
301	356	60
333	366	60
392	248	59
411	323	60
366	222	60
410	244	60
138	351	61
125	330	61
101	292	61
134	239	61
161	297	62
147	305	62
77	248	62
343	319	62
357	300	61
389	307	61
427	214	61
353	303	62
410	171	62
202	305	63
97	227	63
133	269	64
168	387	64
98	205	64
309	341	64
295	344	64
360	381	63
421	280	63
394	215	64
114	306	65
78	302	65
171	354	65
163	192	65
134	343	66
140	215	66
385	313	65
425	272	66
404	300	66
410	190	66
88	253	67
162	287	67
200	221	67
112	250	68
361	357	67
358	287	67
402	246	67
141	297	69
109	268	69
168	197	69
159	151	69
113	317	70
422	313	69
408	191	70
372	299	70
129	258	71
214	255	72
400	321	71
388	313	71
388	223	71
403	160	72
404	214	72
328	338	73
104	366	73
80	323	73
169	154	73
79	243	74
128	367	74
349	363	74
349	346	74
396	153	73
387	322	74
98	250	75
217	263	75
75	308	75
137	374	75
109	167	75
98	374	76
128	231	76
144	249	76
200	348	76
432	296	75
356	393	78
315	359	77
321	320	77
90	226	77
161	214	79
88	242	79
299	332	80
395	295	79
116	198	80
164	271	80
218	282	81
79	237	81
175	133	81
396	247	81
414	267	81
74	209	82
93	289	82
171	371	83
149	179	83
124	349	84
68	335	84
422	193	84
88	217	85
125	363	86
373	279	85
364	359	86
85	182	87
67	294	87
155	350	87
99	357	88
118	373	88
63	270	88
409	363	87
181	311	91
80	207	90
414	236	90
347	365	91
377	232	91
296	349	90
65	223	92
335	382	93
122	371	94
94	331	95
378	335	94
384	368	95
62	291	96
185	352	97
436	292	96
387	353	97
136	387	98
145	379	99
