304	302	6
333	347	9
196	305	10
175	310	10
164	320	10
154	343	11
186	344	12
168	347	12
323	321	13
338	343	13
357	359	14
171	344	15
210	285	16
306	321	17
151	366	17
198	276	18
338	286	19
200	309	19
212	330	19
200	273	19
141	345	20
124	300	20
319	315	20
350	312	21
156	310	21
213	292	22
153	308	22
386	328	22
360	361	23
174	333	24
305	312	24
390	300	25
322	358	25
128	270	25
130	373	26
418	303	26
340	352	26
359	339	27
151	365	27
211	294	27
154	257	28
114	337	28
389	275	28
349	375	28
307	356	28
375	331	29
137	317	29
163	373	29
116	268	30
366	374	31
381	257	31
325	254	31
365	311	31
98	289	31
170	249	32
387	251	32
117	351	33
115	276	33
92	336	34
367	266	35
416	299	35
333	361	35
192	216	35
176	344	35
95	258	35
291	215	36
392	246	36
421	281	37
82	302	37
195	258	37
190	368	37
233	205	37
191	205	38
210	333	38
367	242	38
387	279	38
401	333	39
186	345	39
107	286	39
126	246	40
174	235	40
136	323	40
205	190	40
370	291	40
324	355	40
154	195	41
211	330	41
144	362	42
136	275	42
169	208	42
396	349	42
170	214	43
114	360	43
162	193	44
318	228	44
204	348	45
145	386	46
189	372	46
114	259	46
362	333	46
310	199	47
202	336	47
176	385	47
121	268	47
107	346	47
255	182	47
140	188	47
111	313	48
139	255	48
338	363	48
425	302	49
75	283	49
161	197	49
239	175	49
152	370	50
140	269	50
256	184	50
319	369	50
336	370	50
386	380	51
312	361	51
414	325	51
138	214	51
103	224	51
411	343	52
335	362	52
398	255	52
431	291	52
338	342	53
358	376	53
313	341	53
169	361	53
80	299	53
117	236	53
248	180	53
108	201	54
222	200	54
70	314	54
125	344	54
346	358	54
414	309	54
283	161	54
322	371	55
403	231	55
205	199	55
137	219	55
120	378	55
184	337	55
157	343	56
126	287	56
103	201	56
199	162	56
421	318	56
418	253	56
401	215	57
374	212	57
93	359	57
102	379	57
84	284	57
107	246	57
150	255	57
139	170	57
216	322	58
129	306	58
428	272	58
405	193	58
422	215	58
381	229	59
238	165	59
135	301	60
348	392	60
348	173	60
416	267	61
374	309	61
405	361	61
193	361	61
126	187	61
217	317	62
169	274	62
377	368	62
399	364	62
398	197	63
331	360	63
163	319	63
231	144	64
133	214	64
350	349	64
421	273	64
375	168	64
316	351	65
195	368	65
136	404	65
97	272	65
145	375	66
191	347	66
138	288	66
387	363	66
427	222	67
390	318	67
406	370	67
131	384	67
170	243	67
142	237	67
231	139	67
132	169	68
80	272	68
120	249	68
84	301	68
209	337	68
351	379	68
445	291	69
138	252	69
189	384	69
96	213	70
423	350	70
404	251	71
113	226	72
155	361	72
345	390	72
406	276	72
437	315	73
185	379	73
202	346	73
77	321	73
125	287	73
111	303	74
111	237	74
397	325	74
403	298	74
440	303	74
382	361	74
387	272	74
444	260	75
418	312	75
162	368	75
114	379	75
135	391	75
171	340	75
116	154	75
145	190	76
106	170	76
93	228	76
79	280	76
65	280	76
173	351	76
400	291	76
391	304	77
174	399	77
167	286	77
89	198	77
99	195	78
435	244	78
128	319	79
102	206	80
107	382	80
151	395	80
385	367	80
405	295	80
366	365	81
99	203	81
128	241	82
198	286	82
428	239	83
136	269	83
93	238	84
78	286	84
424	339	84
338	334	84
178	393	85
125	304	85
111	214	85
119	246	86
132	358	86
378	326	87
445	281	87
76	323	88
68	219	88
381	343	88
431	216	89
448	291	89
143	348	89
117	233	89
127	165	89
106	318	90
201	353	90
178	371	90
444	255	90
331	375	91
426	300	91
447	249	91
65	313	91
344	370	92
424	174	92
425	325	93
113	369	94
116	167	94
311	333	95
449	273	95
67	340	95
133	153	96
