84	55	71
233	109	51
72	125	74
80	97	60
61	103	53
56	149	65
181	152	69
213	167	83
106	133	6
208	126	69
72	76	55
226	94	86
195	160	47
108	138	44
231	121	65
108	154	28
226	133	45
90	47	75
86	164	50
90	130	68
221	84	62
193	85	53
196	171	29
57	147	55
194	143	17
219	96	55
32	94	58
47	170	59
31	151	71
17	131	83
234	113	64
50	153	50
91	57	77
87	69	53
96	118	10
180	120	20
231	104	70
40	119	46
84	48	70
174	105	27
32	118	50
183	143	54
89	153	11
77	169	52
98	169	36
78	124	13
55	112	46
57	163	25
160	130	20
87	98	27
211	123	22
175	92	26
168	124	13
57	105	56
94	159	31
195	86	50
39	142	57
204	150	45
213	76	50
81	174	41
198	132	20
206	112	45
36	142	68
35	76	73
198	103	31
193	135	27
211	148	49
54	65	57
73	97	42
208	150	26
34	163	74
193	144	16
184	119	19
81	151	22
196	153	24
215	98	54
75	140	50
108	141	14
206	152	73
60	128	60
48	88	63
105	136	15
212	91	71
224	84	76
98	162	83
178	148	68
90	90	66
120	59	48
51	115	25
161	71	41
100	114	21
105	135	11
204	43	78
180	174	33
200	145	32
69	153	35
174	65	46
181	143	55
176	150	11
50	148	67
196	105	50
90	147	68
188	162	36
68	78	44
88	122	14
61	157	24
98	56	59
56	125	35
98	141	72
102	156	19
178	172	82
180	71	50
216	86	60
236	76	93
67	97	33
115	147	41
189	174	44
85	94	65
48	120	65
192	124	18
193	150	25
53	138	37
176	150	14
194	159	46
87	136	35
117	122	25
46	161	71
195	83	58
171	72	46
204	153	72
193	161	19
223	115	62
38	66	63
190	118	50
163	100	25
183	64	54
157	78	34
210	127	28
73	124	71
113	120	16
222	131	29
105	130	14
219	127	43
87	130	10
85	83	73
100	115	26
63	146	18
73	167	33
185	164	43
209	135	18
60	190	86
69	147	35
164	85	33
104	119	15
178	167	32
104	135	13
167	180	46
74	186	61
208	165	53
102	139	17
203	135	16
188	43	67
229	89	49
81	105	19
51	148	66
68	153	36
196	87	33
186	165	61
80	145	9
88	147	13
37	79	58
106	62	55
183	69	48
209	165	58
34	74	66
108	135	59
211	149	48
69	95	41
39	122	63
34	148	52
195	75	63
177	120	19
166	129	21
89	70	52
69	169	44
91	176	70
78	132	65
40	159	59
96	123	14
76	137	16
105	129	17
66	92	67
59	62	78
156	47	60
93	128	21
77	163	59
105	112	19
101	113	20
197	173	35
196	67	58
200	89	63
83	91	53
203	175	59
76	161	28
75	74	63
90	170	80
50	58	72
205	123	17
54	138	38
94	111	38
194	166	57
206	120	53
59	58	67
50	159	37
192	125	17
199	117	63
41	116	39
70	156	49
122	138	28
97	167	55
198	115	23
73	69	66
168	115	18
210	127	29
217	77	49
86	121	17
180	85	42
57	125	19
43	82	66
41	141	32
228	113	81
176	62	43
112	57	61
41	146	61
231	134	57
84	108	19
194	115	74
184	119	26
175	172	30
87	70	47
96	71	41
194	135	32
96	137	12
112	57	60
191	174	41
86	64	45
58	168	52
190	150	14
82	119	35
228	97	64
187	106	20
199	116	21
98	137	17
191	142	9
66	123	42
173	166	53
186	148	21
108	145	21
106	119	18
170	103	24
85	136	34
70	147	34
172	125	28
97	160	29
39	113	71
60	165	58
182	74	51
174	125	27
194	121	16
178	128	73
186	176	49
96	145	34
194	55	55
177	168	82
193	101	24
109	77	31
75	156	39
60	126	16
201	65	60
169	172	39
207	137	53
92	102	23
227	105	39
87	117	24
35	115	69
176	164	36
187	163	57
214	77	68
223	87	53
99	124	35
212	127	33
83	174	42
113	141	41
195	149	49
198	91	62
71	180	40
196	133	11
81	117	33
189	175	54
209	156	75
