316	341	9
313	325	9
167	356	12
338	320	11
300	297	12
328	325	13
290	338	14
311	303	14
178	296	15
189	338	15
193	323	16
182	307	16
331	290	15
337	301	15
321	320	15
308	323	16
289	326	17
180	331	17
306	314	17
357	318	17
309	344	18
314	252	18
150	361	19
148	290	19
182	307	20
170	280	20
305	349	20
355	293	20
336	307	20
307	236	20
348	378	21
137	291	21
162	350	22
155	311	22
370	342	21
332	304	21
313	284	21
341	278	21
184	310	23
149	285	23
147	296	24
139	322	24
164	332	24
180	381	24
342	235	23
324	323	23
306	244	23
387	304	24
304	216	24
345	266	24
170	363	25
152	288	25
167	317	26
317	288	26
330	287	26
207	347	27
140	315	27
129	319	28
172	267	28
341	298	27
341	242	27
386	354	28
344	280	28
325	318	28
167	335	29
159	296	29
158	330	30
171	245	30
339	292	29
372	331	29
305	384	31
178	269	31
182	242	31
166	345	32
106	322	32
167	209	31
160	285	33
177	213	32
178	341	34
166	240	34
315	216	33
352	224	33
393	303	33
342	348	34
175	237	35
140	363	36
135	314	35
136	263	35
138	312	36
327	385	36
406	317	35
393	288	35
362	236	36
167	198	36
128	237	37
117	299	37
170	400	38
320	379	38
321	190	37
339	387	38
394	252	38
389	382	38
164	284	39
97	301	39
202	377	39
163	254	40
201	327	40
128	312	40
178	279	40
165	327	41
171	174	40
134	326	42
164	273	42
192	375	42
394	256	41
363	226	41
332	165	40
399	317	41
351	226	42
365	294	42
120	390	44
177	321	43
137	264	43
138	200	43
171	377	44
147	261	44
177	200	43
336	369	44
314	186	43
367	386	45
394	366	44
323	167	43
389	293	44
205	174	44
141	289	45
209	373	46
178	187	45
391	353	45
402	348	45
410	350	45
362	404	46
313	166	44
308	154	44
355	365	46
395	241	45
169	159	46
186	221	46
187	345	47
119	295	48
143	227	48
340	252	47
405	279	47
317	384	48
382	291	48
357	258	48
376	210	47
325	160	47
133	292	49
194	232	48
169	391	50
89	272	49
163	296	50
355	224	49
393	356	49
368	373	50
320	152	49
107	255	51
196	165	50
145	364	52
138	252	52
407	329	51
411	317	51
365	364	51
324	394	52
376	188	50
318	355	53
374	222	51
355	193	51
208	378	53
161	279	53
174	202	52
117	291	53
86	277	54
143	305	54
182	217	53
320	351	54
378	275	54
372	235	54
328	148	53
371	168	53
159	261	55
215	157	54
121	214	55
112	373	56
95	296	56
334	417	56
368	269	55
390	239	55
358	368	56
147	339	57
109	234	57
367	391	58
192	241	58
161	254	59
111	259	59
233	337	59
116	356	60
413	248	57
161	263	60
162	397	61
114	337	62
130	320	61
155	315	61
133	238	61
355	351	60
403	258	59
400	208	59
387	357	61
384	179	59
401	282	61
409	297	61
200	337	62
107	378	63
174	217	61
181	336	63
157	405	64
126	181	63
412	296	62
370	343	62
421	235	62
326	410	64
346	388	64
374	320	63
206	338	64
224	335	64
134	311	64
195	161	63
109	387	66
131	294	65
394	229	63
383	233	63
422	310	65
342	300	65
334	401	66
316	343	66
311	364	66
442	266	66
433	273	66
418	334	67
354	368	66
148	215	66
151	167	64
164	144	66
215	344	67
215	313	67
140	295	68
158	182	68
81	293	69
225	327	69
230	312	69
375	288	68
376	405	70
398	334	69
423	189	68
175	186	69
156	290	70
110	359	72
112	298	71
167	359	71
199	176	70
113	185	74
106	180	74
110	339	74
314	347	71
435	244	73
410	256	73
352	295	73
361	295	73
200	384	74
183	332	75
194	201	75
365	402	82
327	339	81
353	393	80
347	400	79
350	382	79
321	373	79
413	171	77
208	318	79
370	265	76
342	403	73
415	376	77
426	367	77
374	394	78
318	389	78
206	344	78
188	389	80
212	323	81
149	418	85
325	349	83
